- Wed Aug 02 2023 16:39:46 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_14 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 6,2023-08-03 04:00:00,24.3,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_15 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 1,2023-08-03 04:00:00,1582.4976,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_16 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 2,2023-08-03 04:00:00,1673.0946,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_17 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 3,2023-08-03 04:00:00,1541.844,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_18 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 4,2023-08-03 04:00:00,1494.674,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_19 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 5,2023-08-03 04:00:00,1502.002,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_20 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 6,2023-08-03 04:00:00,1314.319,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_9 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 1,2023-08-03 04:15:00,32.56,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_10 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 2,2023-08-03 04:15:00,34.68,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_11 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 3,2023-08-03 04:15:00,35.67,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_12 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 4,2023-08-03 04:15:00,34.09,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_13 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 5,2023-08-03 04:15:00,36.15,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_14 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 6,2023-08-03 04:15:00,24.3,%
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_15 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 1,2023-08-03 04:15:00,1583.6136,VIC
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_16 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 2,2023-08-03 04:15:00,1672.422,VIC
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_17 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 3,2023-08-03 04:15:00,1541.844,VIC
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_18 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 4,2023-08-03 04:15:00,1494.416,VIC
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_19 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 5,2023-08-03 04:15:00,1502.002,VIC
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_20 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 6,2023-08-03 04:15:00,1314.51,VIC
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_9 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 1,2023-08-03 04:30:00,32.56,%
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_10 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 2,2023-08-03 04:30:00,34.69,%
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_11 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 3,2023-08-03 04:30:00,35.68,%
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_12 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 4,2023-08-03 04:30:00,34.08,%
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_13 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 5,2023-08-03 04:30:00,36.13,%
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_14 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 6,2023-08-03 04:30:00,24.3,%
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_15 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 1,2023-08-03 04:30:00,1582.9456,VIC
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_16 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 2,2023-08-03 04:30:00,1672.422,VIC
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_17 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 3,2023-08-03 04:30:00,1541.387,VIC
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_18 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 4,2023-08-03 04:30:00,1494.1583,VIC
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_19 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 5,2023-08-03 04:30:00,1501.676,VIC
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_20 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 6,2023-08-03 04:30:00,1313.94,VIC
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_9 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 1,2023-08-03 04:45:00,32.57,%
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_10 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 2,2023-08-03 04:45:00,34.69,%
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_11 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 3,2023-08-03 04:45:00,35.66,%
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_12 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 4,2023-08-03 04:45:00,34.06,%
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_13 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 5,2023-08-03 04:45:00,36.12,%
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_14 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 6,2023-08-03 04:45:00,24.29,%
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_15 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 1,2023-08-03 04:45:00,1582.5013,VIC
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_16 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 2,2023-08-03 04:45:00,1672.087,VIC
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_17 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 3,2023-08-03 04:45:00,1541.6916,VIC
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_18 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 4,2023-08-03 04:45:00,1494.416,VIC
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_19 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 5,2023-08-03 04:45:00,1501.676,VIC
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_20 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 6,2023-08-03 04:45:00,1314.483,VIC
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_9 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 1,2023-08-03 05:00:00,32.57,%
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_10 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 2,2023-08-03 05:00:00,34.67,%
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_11 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 3,2023-08-03 05:00:00,35.66,%
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_12 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 4,2023-08-03 05:00:00,34.06,%
- Fri Aug 04 2023 12:42:30 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_13 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 5,2023-08-03 05:00:00,36.13,%
